# Broken Arrow Realism Overhaul - vraies stats : rayons d'explosion progressifs selon la charge (dégâts plus forts au centre, zone de suppression autour). Nucléaire volontairement limité. Option coupable : OPTION_EXPLOSIONS_REELLES. Fichier généré.
Option;Id;Name;HealthAOERadius;StressAOERadius;Damage
OPTION_EXPLOSIONS_REELLES;754;Bomb 1500kg FAB1500 VFX TU160;150;225;
OPTION_EXPLOSIONS_REELLES;756;Bomb 1500kg FAB1500 Tu142;150;225;
OPTION_EXPLOSIONS_REELLES;326;Bomb 1500kg KAB1500;150;225;
OPTION_EXPLOSIONS_REELLES;710;Bomb 1500kg KAB1500 VFX;150;225;
OPTION_EXPLOSIONS_REELLES;335;Bomb 3000kg FAB3000;170;255;
OPTION_EXPLOSIONS_REELLES;712;Bomb 3000kg FAB3000 VFX;170;255;
OPTION_EXPLOSIONS_REELLES;757;Bomb 3000kg FAB3000 Tu142;170;255;
OPTION_EXPLOSIONS_REELLES;562;Bomb 13600kg GBU57;185;278;
OPTION_EXPLOSIONS_REELLES;336;Bomb 9000kg FAB9000;200;300;
OPTION_EXPLOSIONS_REELLES;319;Bomb 250kg RBK250 Cluster;60;75;
OPTION_EXPLOSIONS_REELLES;745;Bomb 250kg RBK250 Cluster VFX;60;75;
OPTION_EXPLOSIONS_REELLES;289;Bomb 225kg CBU78 Cluster;60;75;
OPTION_EXPLOSIONS_REELLES;320;Bomb 500kg RBK500 Cluster;110;130;
OPTION_EXPLOSIONS_REELLES;299;Bomb 454kg CBU87 Cluster;150;170;
OPTION_EXPLOSIONS_REELLES;706;Bomb 454kg CBU87 Cluster VFX;150;170;
OPTION_EXPLOSIONS_REELLES;758;Bomb 454kg CBU87 Cluster VFX B1;150;170;
OPTION_EXPLOSIONS_REELLES;296;Bomb 454kg JSOW Smart Cluster;130;150;
OPTION_EXPLOSIONS_REELLES;707;Bomb 454kg JSOW Smart Cluster VFX;130;150;
OPTION_EXPLOSIONS_REELLES;753;Bomb 454kg JSOW Smart Cluster VFX;130;150;
OPTION_EXPLOSIONS_REELLES;321;Bomb 500kg PBK500U Smart Cluster ;100;120;
OPTION_EXPLOSIONS_REELLES;924;Bomb 500kg PBK500U Smart Cluster UAV;100;120;
OPTION_EXPLOSIONS_REELLES;304;Bomb B61 Nuke;400;450;
OPTION_EXPLOSIONS_REELLES;340;Missile Cruise Kh47M2 Kinzhal Nuke;400;450;
OPTION_EXPLOSIONS_REELLES;453;Missile Cruise Kh102 Nuke;400;450;
OPTION_EXPLOSIONS_REELLES;901;Missile Cruise AGM-181A LRSO Nuke;400;450;
OPTION_EXPLOSIONS_REELLES;902;Missile Cruise AGM-86B ALCM Nuke;400;450;
